,query_id,reference_id,score
12239,Q12239,R071626,0.278539056103997
12240,Q12240,R743442,0.3208237294376519
12241,Q12241,R853285,0.32275912072823665
12242,Q12242,R338100,0.3118839957318465
12243,Q12243,R449995,0.31996425429838066
12244,Q12244,R860751,0.3618725821732996
12245,Q12245,R835564,0.2675640330426077
12246,Q12246,R091351,0.4947834001116492
12247,Q12247,R387658,0.28256082210621275
12248,Q12248,R887635,0.4181788847648867
12249,Q12249,R913602,0.3307635007528492
12250,Q12250,R213028,0.3606580547811494
12251,Q12251,R525223,0.37292835459346996
12252,Q12252,R698773,0.4451233455571729
12253,Q12253,R251928,0.30448696288394356
12254,Q12254,R760123,0.27635250559050645
12255,Q12255,R094113,0.3990371094595057
12256,Q12256,R657462,0.28643978616837407
12257,Q12257,R924383,0.34315940937590483
12258,Q12258,R112365,0.35745242468379357
12259,Q12259,R533083,0.3039777943320252
12260,Q12260,R443854,0.3126837071434986
12261,Q12261,R368144,0.3581069051232085
12262,Q12262,R180513,0.3019018080047547
12263,Q12263,R578475,0.31028472687172826
12264,Q12264,R083862,0.31473309111683945
12265,Q12265,R697864,0.3407049634744874
12266,Q12266,R275275,0.5549995652789622
12267,Q12267,R421140,0.39961334279486066
12268,Q12268,R591311,0.4046646799538826
12269,Q12269,R988829,0.43941213391823836
12270,Q12270,R456351,0.320451854004269
12271,Q12271,R958748,0.3076619107074641
12272,Q12272,R962534,0.24216502122001168
12273,Q12273,R345487,0.37759800233527724
12274,Q12274,R135182,0.30791232174634736
12275,Q12275,R879570,0.3756012646637466
12276,Q12276,R162826,0.3699835583160121
12277,Q12277,R031178,0.48526910029365755
12278,Q12278,R846153,0.2355341578975515
12279,Q12279,R234499,0.3162702175597963
12280,Q12280,R051749,0.3337474697881853
12281,Q12281,R151861,0.41791167783764244
12282,Q12282,R680921,0.404747568733231
12283,Q12283,R723179,0.24409171877383695
12284,Q12284,R600426,0.3396556557477229
12285,Q12285,R692574,0.242912828519399
12286,Q12286,R806700,0.3008422725585331
12287,Q12287,R399766,0.3226854976185503
12288,Q12288,R083501,0.5595399553162882
12289,Q12289,R859819,0.28364887567849445
12290,Q12290,R781535,0.2485445031145261
12291,Q12291,R005100,0.3708293863023141
12292,Q12292,R075224,0.2528410831589143
12293,Q12293,R354711,0.27390517550718024
12294,Q12294,R029950,0.2479127117171702
12295,Q12295,R021669,0.2553585975219077
12296,Q12296,R499418,0.4908643813283518
12297,Q12297,R415205,0.30711610823365676
12298,Q12298,R937741,0.3142975290445659
12299,Q12299,R001686,0.3352071251690454
12300,Q12300,R267604,0.3169054980704038
12301,Q12301,R216488,0.2990075635532642
12302,Q12302,R496481,0.3866072727790967
12303,Q12303,R130605,0.28243757428603594
12304,Q12304,R353461,0.307065081284125
12305,Q12305,R624037,0.3612466136851534
12306,Q12306,R047220,0.3651059004984315
12307,Q12307,R082728,0.3270450759475461
12308,Q12308,R325098,0.34051416960892866
12309,Q12309,R551589,0.33186556800734174
12310,Q12310,R682860,0.37932316285253725
12311,Q12311,R362604,0.29837632061411146
12312,Q12312,R087523,0.2672228655301464
12313,Q12313,R455185,0.34821933090973123
12314,Q12314,R497507,0.37442550763513505
12315,Q12315,R809562,0.29463546771409727
12316,Q12316,R862797,0.3402257808467613
12317,Q12317,R446849,0.2987102739815523
12318,Q12318,R099038,0.44246008014560306
12319,Q12319,R470863,0.34406026609724066
12320,Q12320,R253515,0.3401447700393342
12321,Q12321,R990900,0.5247485589457865
12322,Q12322,R145394,0.3530059364075572
12323,Q12323,R097616,0.5619970094590531
12324,Q12324,R620583,0.363834142459132
12325,Q12325,R156911,0.2722390121730287
12326,Q12326,R579292,0.3138278161877531
12327,Q12327,R688539,0.2798870361324479
12328,Q12328,R421170,0.2606649654613968
12329,Q12329,R664427,0.26881427395031937
12330,Q12330,R572301,0.3442201832639425
12331,Q12331,R676268,0.2709746938686729
12332,Q12332,R208776,0.2662914658450496
12333,Q12333,R303061,0.34985010689702123
12334,Q12334,R022336,0.3190125448333223
12335,Q12335,R346872,0.3452802955978372
12336,Q12336,R105837,0.25609182993657814
12337,Q12337,R344967,0.32697881767316367
12338,Q12338,R181155,0.35842075469295914
12339,Q12339,R973601,0.3241364284750952
12340,Q12340,R681666,0.3875248257214113
12341,Q12341,R159614,0.3500770713285046
12342,Q12342,R215243,0.40652253621317613
12343,Q12343,R802526,0.40478190154520194
12344,Q12344,R358255,0.3843616560405436
12345,Q12345,R483300,0.30155723185224004
12346,Q12346,R508451,0.32445224627997
12347,Q12347,R244039,0.3067392328719852
12348,Q12348,R469757,0.33018951223076587
12349,Q12349,R360461,0.2877876246928758
12350,Q12350,R171486,0.28264996102989365
12351,Q12351,R607932,0.32890544580555076
12352,Q12352,R563575,0.33023855424465626
12353,Q12353,R985167,0.39852533756887676
12354,Q12354,R366942,0.3457776439633847
12355,Q12355,R988818,0.3674897268239172
12356,Q12356,R028615,0.31068068229154233
12357,Q12357,R769063,0.3246689655622683
12358,Q12358,R894382,0.7327005915517725
12359,Q12359,R039618,0.4170105858478253
12360,Q12360,R833239,0.3223809921623599
12361,Q12361,R365068,0.4228793113901329
12362,Q12362,R368814,0.29530737779572147
12363,Q12363,R694155,0.8285928132642831
12364,Q12364,R036822,0.27942250527702045
12365,Q12365,R676892,0.29178123221865265
12366,Q12366,R977561,0.329301556959632
12367,Q12367,R915581,0.40287393706230595
12368,Q12368,R997063,0.3019140400161204
12369,Q12369,R800332,0.35082689155082697
12370,Q12370,R053563,0.2779503391635929
12371,Q12371,R112033,0.8521429904711433
12372,Q12372,R772900,0.31328990721027783
12373,Q12373,R155085,0.40144596158228923
12374,Q12374,R542184,0.2652041991142186
12375,Q12375,R374775,0.363157405537879
12376,Q12376,R268456,0.31588583288845934
12377,Q12377,R878294,0.5224594079046514
12378,Q12378,R494946,0.49489052204043094
12379,Q12379,R903498,0.3151264553996082
12380,Q12380,R632143,0.36366620390450216
12381,Q12381,R207300,0.29314526475075375
12382,Q12382,R436764,0.29927946240954517
12383,Q12383,R399999,0.3863636993429844
12384,Q12384,R501591,0.3514071750235981
12385,Q12385,R970977,0.2987729433903517
12386,Q12386,R268059,0.32956225801204625
12387,Q12387,R582347,0.3577659259820903
12388,Q12388,R898610,0.3037998604039776
12389,Q12389,R760901,0.3357562287093303
12390,Q12390,R108124,0.5418582557381814
12391,Q12391,R642110,0.3746859197295483
12392,Q12392,R561549,0.41096030965258185
12393,Q12393,R343712,0.33591298195966945
12394,Q12394,R333471,0.27604332716938873
12395,Q12395,R957480,0.3149008684728051
12396,Q12396,R264635,0.3172193308875993
12397,Q12397,R104523,0.3223846350584472
12398,Q12398,R171894,0.4247574051873789
12399,Q12399,R790247,0.2606796952068486
12400,Q12400,R344144,0.296307779565092
12401,Q12401,R985167,0.3536336036528564
12402,Q12402,R383270,0.38602968568945145
12403,Q12403,R057105,0.29739845338855364
12404,Q12404,R441463,0.4570133290607219
12405,Q12405,R375129,0.3249103081139976
12406,Q12406,R755251,0.31433581850246173
12407,Q12407,R753183,0.2995076055478885
12408,Q12408,R712100,0.27988328353880515
12409,Q12409,R583159,0.3902444826098165
12410,Q12410,R187463,0.2497282823577828
12411,Q12411,R811651,0.3112858511548249
12412,Q12412,R936682,0.39514545030547277
12413,Q12413,R172610,0.2614635949312947
12414,Q12414,R390839,0.3056962909947288
12415,Q12415,R219881,0.2908728859922221
12416,Q12416,R569539,0.26816576631188555
12417,Q12417,R043811,0.6068494787790063
12418,Q12418,R868074,0.28242113249135103
12419,Q12419,R120307,0.2649202490537504
12420,Q12420,R597749,0.38231243346916677
12421,Q12421,R339515,0.3759292117230278
12422,Q12422,R919336,0.306020345789546
12423,Q12423,R249796,0.4110319031130094
12424,Q12424,R172013,0.39211539227139186
12425,Q12425,R529961,0.3242720321474918
12426,Q12426,R187874,0.3240291840627368
12427,Q12427,R367787,0.39410807583022933
12428,Q12428,R089485,0.3361496373443372
12429,Q12429,R477894,0.28126855829929576
12430,Q12430,R001686,0.35042463052020945
12431,Q12431,R118274,0.3214788415040314
12432,Q12432,R572337,0.29227103439078744
12433,Q12433,R627824,0.22912852927001692
12434,Q12434,R674956,0.3446819627405208
12435,Q12435,R139246,0.3444560195113724
12436,Q12436,R353604,0.2827023272965174
12437,Q12437,R688610,0.44603883412439543
12438,Q12438,R238048,0.3506076043467844
12439,Q12439,R826503,0.35375088651947884
12440,Q12440,R107655,0.33390787887317586
12441,Q12441,R982141,0.2881693116011563
12442,Q12442,R544450,0.3373635458248193
12443,Q12443,R773580,0.2979377765949694
12444,Q12444,R404216,0.6203117448099668
12445,Q12445,R946288,0.30735291124498243
12446,Q12446,R831842,0.2807085866878488
12447,Q12447,R353733,0.37830643568969646
12448,Q12448,R241020,0.31799822132431405
12449,Q12449,R658080,0.3082204824558232
12450,Q12450,R525785,0.24727165357057468
12451,Q12451,R130396,0.4218701652333679
12452,Q12452,R431938,0.3180590537159231
12453,Q12453,R773380,0.3716036855700941
12454,Q12454,R923233,0.3217729730015713
12455,Q12455,R331515,0.5189679592657511
12456,Q12456,R805294,0.28889733335145723
12457,Q12457,R974881,0.2799609456742467
12458,Q12458,R293929,0.3086571192519368
12459,Q12459,R092137,0.2823805366280699
12460,Q12460,R044128,0.2826184545856902
12461,Q12461,R331873,0.28010742916502007
12462,Q12462,R147140,0.3333055029276048
12463,Q12463,R442086,0.45579576391674964
12464,Q12464,R301636,0.30810664585775543
12465,Q12465,R418003,0.33984268613095187
12466,Q12466,R245254,0.38363722467241573
12467,Q12467,R901452,0.6235097639165078
12468,Q12468,R363387,0.3120024550350796
12469,Q12469,R365657,0.28662886851090263
12470,Q12470,R991810,0.3673917398609469
12471,Q12471,R156555,0.3242815157496465
12472,Q12472,R625999,0.3031740379552462
12473,Q12473,R821645,0.3033490756345343
12474,Q12474,R324356,0.3186111969248484
12475,Q12475,R556896,0.30394163348736736
12476,Q12476,R450605,0.2957726178662029
12477,Q12477,R840790,0.2928947681744381
12478,Q12478,R558083,0.33484792941633507
12479,Q12479,R326313,0.349516588612798
12480,Q12480,R568058,0.31299731077246234
12481,Q12481,R052374,0.5030126755849309
12482,Q12482,R992915,0.29310875139241893
12483,Q12483,R244749,0.29404582818661
12484,Q12484,R271777,0.3294538820312174
12485,Q12485,R804671,0.34146180478121274
12486,Q12486,R205081,0.4102739467649675
12487,Q12487,R628875,0.30033904184315235
12488,Q12488,R664657,0.41236070660679186
12489,Q12489,R671927,0.30499053894733336
12490,Q12490,R728114,0.3178822974866134
12491,Q12491,R587544,0.2544724040643105
12492,Q12492,R918418,0.541595017663846
12493,Q12493,R583004,0.23071743913184184
12494,Q12494,R375456,0.2742712277544488
12495,Q12495,R673201,0.3469422314327337
12496,Q12496,R649474,0.2701503963729239
12497,Q12497,R227263,0.25737715496857877
12498,Q12498,R117572,0.35035196673398694
12499,Q12499,R322612,0.35159414614009893
12500,Q12500,R170473,0.29481776417396555
12501,Q12501,R795951,0.3724914493583475
12502,Q12502,R683882,0.44793369413324113
12503,Q12503,R371178,0.3296722917991247
12504,Q12504,R491260,0.2563897092114347
12505,Q12505,R783799,0.2711514535907972
12506,Q12506,R640550,0.42613954274362914
12507,Q12507,R024988,0.6412688251775093
12508,Q12508,R700477,0.36085552672754134
12509,Q12509,R237568,0.2727369580589956
12510,Q12510,R792398,0.3138660421997581
12511,Q12511,R649749,0.3327101823991131
12512,Q12512,R203759,0.23770384338482012
12513,Q12513,R710625,0.32842047050678963
12514,Q12514,R969049,0.3147114183339704
12515,Q12515,R507709,0.3807010573864777
12516,Q12516,R525919,0.25191977351486594
12517,Q12517,R786561,0.33243099136207943
12518,Q12518,R409869,0.3189184528828013
12519,Q12519,R323290,0.3047930003169687
12520,Q12520,R715099,0.2979048453726153
12521,Q12521,R563552,0.3077113334366651
12522,Q12522,R308063,0.28787174829760337
12523,Q12523,R767528,0.32934900248406357
12524,Q12524,R208594,0.3288495575578157
12525,Q12525,R628848,0.3362806405843397
12526,Q12526,R682577,0.541392373704686
12527,Q12527,R437661,0.30990181570347425
12528,Q12528,R001801,0.44231354746575025
12529,Q12529,R896633,0.29843689948669905
12530,Q12530,R457527,0.33103761665649395
12531,Q12531,R685329,0.3623188276748678
12532,Q12532,R104978,0.3510515599662045
12533,Q12533,R463657,0.40936884112140326
12534,Q12534,R176248,0.42098790246149537
12535,Q12535,R263207,0.32984048006853506
12536,Q12536,R496022,0.38269640276321565
12537,Q12537,R204007,0.3563191709127569
12538,Q12538,R112442,0.31895926814518977
12539,Q12539,R909575,0.2939685273652712
12540,Q12540,R950701,0.32121601696706154
12541,Q12541,R610035,0.3676511065847045
12542,Q12542,R528349,0.34114905632882664
12543,Q12543,R338577,0.3033145902481469
12544,Q12544,R076961,0.33411390076221414
12545,Q12545,R163475,0.429262417951653
12546,Q12546,R742245,0.33812225459267875
12547,Q12547,R836247,0.45514035646840634
12548,Q12548,R840264,0.3247527494052018
12549,Q12549,R403817,0.31234843616191316
12550,Q12550,R562238,0.32185795456975913
12551,Q12551,R782272,0.34121547083087417
12552,Q12552,R236383,0.3014228691979832
12553,Q12553,R052926,0.3021000710895742
12554,Q12554,R679165,0.26631471084749697
12555,Q12555,R050741,0.35321437837513314
12556,Q12556,R666396,0.3839138020987675
12557,Q12557,R653460,0.29823443307963726
12558,Q12558,R343390,0.30975078785521176
12559,Q12559,R762164,0.3460432795353379
12560,Q12560,R992679,0.30084325938704526
12561,Q12561,R016632,0.2886551333439026
12562,Q12562,R188983,0.2663881218344192
12563,Q12563,R119769,0.2708136541807964
12564,Q12564,R328860,0.3471169808802239
12565,Q12565,R576429,0.3407774277279612
12566,Q12566,R589330,0.26057102109028574
12567,Q12567,R132287,0.2886343707052443
12568,Q12568,R433555,0.3407098817153682
12569,Q12569,R103850,0.35147123235251543
12570,Q12570,R100718,0.269664805847084
12571,Q12571,R923214,1.0
12572,Q12572,R136436,0.31503704715012304
12573,Q12573,R446525,0.2779268040626817
12574,Q12574,R344934,0.47011135661556375
12575,Q12575,R238529,0.30299417875363555
12576,Q12576,R981552,0.2760480075252198
12577,Q12577,R245084,0.37667490389351094
12578,Q12578,R819004,0.2878592529915307
12579,Q12579,R938137,0.28813133154045845
12580,Q12580,R830543,0.3428732096491181
12581,Q12581,R381759,0.28960324638420865
12582,Q12582,R385680,0.27652668549219167
12583,Q12583,R391816,0.3162201799793012
12584,Q12584,R970443,0.5225768391574822
12585,Q12585,R262716,0.43770616027391207
12586,Q12586,R751262,0.3149109332376077
12587,Q12587,R211603,0.6758636672572073
12588,Q12588,R329879,0.3172892698699673
12589,Q12589,R886898,0.31154298603328534
12590,Q12590,R717770,0.3166620319107458
12591,Q12591,R181535,0.3412684034971646
12592,Q12592,R610035,0.3478945902591981
12593,Q12593,R175854,0.27037663578691434
12594,Q12594,R555735,0.3710269987385569
12595,Q12595,R658512,0.28538898599311024
12596,Q12596,R192293,0.2945434170678424
12597,Q12597,R276314,0.290508359678501
12598,Q12598,R163493,0.3312100202013877
12599,Q12599,R286271,0.3100763301951299
12600,Q12600,R517062,0.3319108563703371
12601,Q12601,R470379,0.3099742144206086
12602,Q12602,R816668,0.3496846767687655
12603,Q12603,R833977,0.2923123752368082
12604,Q12604,R999718,0.299636409206358
12605,Q12605,R861441,0.35847849346323796
12606,Q12606,R184808,0.27359482785298156
12607,Q12607,R194858,0.2729221801054255
12608,Q12608,R374269,0.3125465240591775
12609,Q12609,R930786,0.43237151510634003
12610,Q12610,R648206,0.29310368199668513
12611,Q12611,R717306,0.38521076165050355
12612,Q12612,R202192,0.45310019595215917
12613,Q12613,R828177,0.35109237092911266
12614,Q12614,R796553,0.3714850150531862
12615,Q12615,R373376,0.3347155210327545
12616,Q12616,R940520,0.36829163015470484
12617,Q12617,R408945,0.4426444793763121
12618,Q12618,R626744,0.3932387959262394
12619,Q12619,R884685,0.39126686884050615
12620,Q12620,R564563,0.31478337601618833
12621,Q12621,R707638,0.2783719882924618
12622,Q12622,R256503,0.5454822521167912
12623,Q12623,R589321,0.3778518791633231
12624,Q12624,R748833,0.3755417678860575
12625,Q12625,R475897,0.4015631245749004
12626,Q12626,R142278,0.28628106015718724
12627,Q12627,R935947,0.3538502743799309
12628,Q12628,R913644,0.23436783969853583
12629,Q12629,R911295,0.3624559816869782
12630,Q12630,R455896,0.32503569937670124
12631,Q12631,R385709,0.449780172885567
12632,Q12632,R505326,0.5201690299544102
12633,Q12633,R457956,0.30447949442754085
12634,Q12634,R953287,0.43774169921406514
12635,Q12635,R231617,0.267260854365966
12636,Q12636,R133608,0.24591258004521763
12637,Q12637,R986251,0.4240593523192736
12638,Q12638,R160441,0.29036082792695794
12639,Q12639,R433111,0.29155131911136095
12640,Q12640,R997586,0.3209000166630847
12641,Q12641,R594623,0.5019806937111141
12642,Q12642,R907500,0.36640735289756216
12643,Q12643,R228032,0.3142319265932145
12644,Q12644,R204569,0.3899242246089047
12645,Q12645,R024489,0.33560119456387166
12646,Q12646,R620281,0.31405754553288767
12647,Q12647,R253949,0.3309256770872449
12648,Q12648,R445457,0.37764265724609847
12649,Q12649,R854660,0.3187812470348665
12650,Q12650,R277723,0.25363360578472877
12651,Q12651,R345865,0.4404320803555404
12652,Q12652,R492300,0.2709689149499121
12653,Q12653,R197735,0.3465606213405416
12654,Q12654,R075745,0.34116815248758403
12655,Q12655,R666643,0.33914030469133816
12656,Q12656,R067653,0.3961498450408703
12657,Q12657,R314270,0.2835956196076386
12658,Q12658,R365722,0.30235020870959856
12659,Q12659,R285089,0.27142127321114284
12660,Q12660,R781208,0.36067217922693784
12661,Q12661,R421472,0.36608548320903983
12662,Q12662,R214700,0.29829177035026194
12663,Q12663,R694824,0.34514055488413
12664,Q12664,R753389,0.3423099321045065
12665,Q12665,R653810,0.3624637849306392
12666,Q12666,R680082,0.45238355573112415
12667,Q12667,R525589,0.43938192496553596
12668,Q12668,R406516,0.5147926719035643
12669,Q12669,R351712,0.29732974793660455
12670,Q12670,R934835,0.31940856732556944
12671,Q12671,R705172,0.3008522758489024
12672,Q12672,R819085,0.4427020134123906
12673,Q12673,R082489,0.47008290680661363
12674,Q12674,R556669,0.29569659034934553
12675,Q12675,R563552,0.36554039676515426
12676,Q12676,R675553,0.4770860101352392
12677,Q12677,R292871,0.3040781243006025
12678,Q12678,R755100,0.2766611367002754
12679,Q12679,R537818,0.30463128890567437
12680,Q12680,R442489,0.26514697997330694
12681,Q12681,R527721,0.3495726777770799
12682,Q12682,R646032,0.32844817020150613
12683,Q12683,R093512,0.3273109781938151
12684,Q12684,R005063,0.5895376858700137
12685,Q12685,R954678,0.39448789496517905
12686,Q12686,R306764,0.5796278757968757
12687,Q12687,R109419,0.3187172781325599
12688,Q12688,R299245,0.3285265658115245
12689,Q12689,R735999,0.42089864509933217
12690,Q12690,R601084,0.2764351465081638
12691,Q12691,R496263,0.3561942531643603
12692,Q12692,R543261,0.2967234689093287
12693,Q12693,R531688,0.30824809610660514
12694,Q12694,R877484,0.23749955074927592
12695,Q12695,R297412,0.45176977634512294
12696,Q12696,R279349,0.3408685064795572
12697,Q12697,R481753,0.38485780281251664
12698,Q12698,R477856,0.42016975322869615
12699,Q12699,R258255,0.3393656719929154
12700,Q12700,R538083,0.3238281165758151
12701,Q12701,R571985,0.39930634412729665
12702,Q12702,R597506,0.29982047084064495
12703,Q12703,R573853,0.30360139979167017
12704,Q12704,R069128,0.2692327292497807
12705,Q12705,R943661,0.4086284255522284
12706,Q12706,R123028,0.6431425712119097
12707,Q12707,R913945,0.5393320493876612
12708,Q12708,R203116,0.3361877288456333
12709,Q12709,R788286,0.29808516910911426
12710,Q12710,R468578,0.3313986312261132
12711,Q12711,R611586,0.4584857663165366
12712,Q12712,R347834,0.3566811584460817
12713,Q12713,R450493,0.3227143390633375
12714,Q12714,R170152,0.32571782889984385
12715,Q12715,R928642,0.2848653610723363
12716,Q12716,R675536,0.3543327949766912
12717,Q12717,R174531,0.3765800048417812
12718,Q12718,R397410,0.3661747896327752
12719,Q12719,R568082,0.30060949060510733
12720,Q12720,R497095,0.26798555983819
12721,Q12721,R512740,0.26973230832585554
12722,Q12722,R236348,0.36521849581739246
12723,Q12723,R280345,0.42628430572353726
12724,Q12724,R390043,0.34282531840122166
12725,Q12725,R625811,0.3280786717033426
12726,Q12726,R573407,0.3021848110609975
12727,Q12727,R296921,0.36283211454485736
12728,Q12728,R189453,0.2684558148004915
12729,Q12729,R571670,0.3484294284342304
12730,Q12730,R354019,0.27395089611152185
12731,Q12731,R268528,0.3279268663247421
12732,Q12732,R834097,0.29202313383332557
12733,Q12733,R672000,0.34931427117293157
12734,Q12734,R404112,0.30676703121961024
12735,Q12735,R620437,0.31568204532771166
12736,Q12736,R525223,0.33977927216671294
12737,Q12737,R942035,0.24969596169938385
12738,Q12738,R780875,0.31711063993912075
12739,Q12739,R755251,0.3381971303162619
12740,Q12740,R783406,0.3558281977187023
12741,Q12741,R075552,0.3641504584844225
12742,Q12742,R403105,0.3750958651460484
12743,Q12743,R842295,0.2781473060648263
12744,Q12744,R011114,0.36270568520361113
12745,Q12745,R726745,0.3096622139759933
12746,Q12746,R649781,0.3094508941155454
12747,Q12747,R082515,0.4816409703716387
12748,Q12748,R127419,0.30003805133865685
12749,Q12749,R518115,0.3544795006522832
12750,Q12750,R805930,0.35690083455968447
12751,Q12751,R400894,0.2727361387853862
12752,Q12752,R745406,0.2682171543442821
12753,Q12753,R081169,0.30966095582953373
12754,Q12754,R306163,0.29147208905247973
12755,Q12755,R297126,0.2715600139557182
12756,Q12756,R394049,0.3021742302993708
12757,Q12757,R657698,0.3242195815738744
12758,Q12758,R051387,0.32603670892152414
12759,Q12759,R016009,0.3227746613875109
12760,Q12760,R844368,0.3269439900055666
12761,Q12761,R187080,0.30200442873590244
12762,Q12762,R156880,0.3361605887708939
12763,Q12763,R423368,0.2599253335325436
12764,Q12764,R289924,0.23440021938214678
12765,Q12765,R115449,0.29388945273804523
12766,Q12766,R838256,0.3863723130982767
12767,Q12767,R621915,0.3300716515600652
12768,Q12768,R387685,0.43004277351673637
12769,Q12769,R777722,0.28575234407783806
12770,Q12770,R617282,0.30617283296269465
12771,Q12771,R617887,0.3697502517391095
12772,Q12772,R604903,0.3040435915644164
12773,Q12773,R403858,0.31852054021177
12774,Q12774,R727651,0.407269650468396
12775,Q12775,R619565,0.49887048904335224
12776,Q12776,R869281,0.2971871168340436
12777,Q12777,R149297,0.25138080306042543
12778,Q12778,R784196,0.36799760192382847
12779,Q12779,R968515,0.5127925135376186
12780,Q12780,R182328,0.3267533562820392
12781,Q12781,R402805,0.2804534476702338
12782,Q12782,R996243,0.45017297657224525
12783,Q12783,R527699,0.3029853951485317
12784,Q12784,R415205,0.394680024910898
12785,Q12785,R871942,0.32527755013130344
12786,Q12786,R393261,0.5094847323486994
12787,Q12787,R701711,0.43065575032331527
12788,Q12788,R762094,0.7048794667166732
12789,Q12789,R899384,0.5927641264528006
12790,Q12790,R017712,0.3176018422742383
12791,Q12791,R674913,0.3588556920941439
12792,Q12792,R266969,0.45707407957610685
12793,Q12793,R096190,0.32893871575899397
12794,Q12794,R920516,0.5599421888353835
12795,Q12795,R561944,0.356095556983892
12796,Q12796,R682072,0.26311574072726346
12797,Q12797,R064842,0.28780146696650155
12798,Q12798,R129580,0.2772110279442489
12799,Q12799,R937385,0.265287519626477
12800,Q12800,R251184,0.3494660434138955
12801,Q12801,R433718,0.29461610444018826
12802,Q12802,R286271,0.3192404508230958
12803,Q12803,R310684,0.2693434016304119
12804,Q12804,R645948,0.3058410410414067
12805,Q12805,R742791,0.3340868045097253
12806,Q12806,R267263,0.5014091799665956
12807,Q12807,R382266,0.34617212768916655
12808,Q12808,R697736,0.346771917579414
12809,Q12809,R267154,0.2921471557251485
12810,Q12810,R087489,0.2987874671610807
12811,Q12811,R406801,0.3530780675778999
12812,Q12812,R912938,0.42801137945717666
12813,Q12813,R734569,0.3430563667308322
12814,Q12814,R454845,0.31129973649717746
12815,Q12815,R758670,0.35131567760990984
12816,Q12816,R732095,0.32553180781679664
12817,Q12817,R491506,0.411767645734057
12818,Q12818,R332070,0.32467149086660096
12819,Q12819,R717037,0.2998532402535904
12820,Q12820,R748370,0.33723158224495986
12821,Q12821,R945672,0.3179882489459641
12822,Q12822,R838069,0.30595554118354545
12823,Q12823,R558635,0.3801878756138717
12824,Q12824,R455437,0.33922479534168626
12825,Q12825,R889172,0.6596107873835043
12826,Q12826,R424593,0.35934306924119824
12827,Q12827,R144014,0.28275669798274045
12828,Q12828,R939638,0.38379404369893433
12829,Q12829,R570962,0.3403285130136039
12830,Q12830,R756176,0.25784533598181464
12831,Q12831,R411971,0.299353629739916
12832,Q12832,R627516,0.31416214846117785
12833,Q12833,R450423,0.3391952178161693
12834,Q12834,R341673,0.3812211861215691
12835,Q12835,R870697,0.32861216380851366
12836,Q12836,R535802,0.47179031319711395
12837,Q12837,R315215,0.35563844416723633
12838,Q12838,R563205,0.47001984920865975
12839,Q12839,R081430,0.3515593523360676
12840,Q12840,R896768,0.3283878005078439
12841,Q12841,R447456,0.4107802980921158
12842,Q12842,R763348,0.2780790630128406
12843,Q12843,R569141,0.29139539947597054
12844,Q12844,R352948,0.3033048156707598
12845,Q12845,R759306,0.34529666698845823
12846,Q12846,R284560,0.33331598262950946
12847,Q12847,R039588,0.3030820720740347
12848,Q12848,R289705,0.3035253198701395
12849,Q12849,R459437,0.38181860646513505
12850,Q12850,R068306,0.27020838955023896
12851,Q12851,R581049,0.25093977485872715
12852,Q12852,R745565,0.2676099015199588
12853,Q12853,R618061,0.2667575577566855
12854,Q12854,R661575,0.3417667672022924
12855,Q12855,R021755,0.30745536597111
12856,Q12856,R038691,0.29412201362187834
12857,Q12857,R563552,0.3461266608896971
12858,Q12858,R273905,0.415913152346944
12859,Q12859,R247083,0.5886492398839641
12860,Q12860,R537671,0.4467483502087669
12861,Q12861,R052906,0.6754510946953978
12862,Q12862,R045824,0.30039355535624623
12863,Q12863,R500333,0.3771934267114699
12864,Q12864,R477431,0.2944442576542518
12865,Q12865,R530506,0.3092196636401206
12866,Q12866,R764497,0.4189382632879528
12867,Q12867,R065840,0.3754877825973699
12868,Q12868,R496440,0.6808454110278398
12869,Q12869,R928122,0.31587726186496795
12870,Q12870,R468168,0.2619949824522009
12871,Q12871,R273438,0.29837572275405294
12872,Q12872,R736402,0.3580983947450148
12873,Q12873,R743433,0.2702028763668017
12874,Q12874,R190514,1.0
12875,Q12875,R685659,0.26200384683041955
12876,Q12876,R560568,0.36613802766230585
12877,Q12877,R883259,0.35629186027074855
12878,Q12878,R731679,0.4113657813311135
12879,Q12879,R084585,0.5891251537824533
12880,Q12880,R503736,0.2842021700722108
12881,Q12881,R526100,0.2789584324581051
12882,Q12882,R145394,0.3773106982522934
12883,Q12883,R071789,0.37290358483550545
12884,Q12884,R239084,0.33167315537803993
12885,Q12885,R656638,0.39057822216160704
12886,Q12886,R229601,0.2890768698257235
12887,Q12887,R792858,0.31575179376773244
12888,Q12888,R767701,0.3607221005804013
12889,Q12889,R085207,0.30635539033092163
12890,Q12890,R360856,0.46899470374969526
12891,Q12891,R410803,0.342143079328675
12892,Q12892,R115950,0.3103485693975741
12893,Q12893,R351264,0.2504933752112512
12894,Q12894,R717169,0.351223105179369
12895,Q12895,R868245,0.3315559703221848
12896,Q12896,R723975,0.34565864590464107
12897,Q12897,R131601,0.30099799142520606
12898,Q12898,R448338,0.4035001317090813
12899,Q12899,R913911,0.31051118464208916
12900,Q12900,R091676,0.28283374020913243
12901,Q12901,R485237,0.36451685383642873
12902,Q12902,R999138,0.3191580213518449
12903,Q12903,R996486,0.317541371869481
12904,Q12904,R820480,0.3228199567875885
12905,Q12905,R984127,0.29761252331681154
12906,Q12906,R757826,0.2949328342902944
